Audio File,Transcription (Uppercase),Transcription (List of Words)
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5814_English.wav, ВОТ ЗДЕСЬ.,"['ВОТ', 'ЗДЕСЬ.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5815_English.wav, WHAT IS THAT?,"['WHAT', 'IS', 'THAT?']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5817_English.wav," THIS ONE, REMEMBER YOU ALWAYS PLAY IT AT THE TIME?","['THIS', 'ONE,', 'REMEMBER', 'YOU', 'ALWAYS', 'PLAY', 'IT', 'AT', 'THE', 'TIME?']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5818_English.wav," OUI, MERCI. MERCI.","['OUI,', 'MERCI.', 'MERCI.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5820_English.wav, PEACE.,['PEACE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5821_English.wav, PEACE.,['PEACE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5822_English.wav," PEACE, OKAY?","['PEACE,', 'OKAY?']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5823_English.wav, NEXT.,['NEXT.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5824_English.wav, YES.,['YES.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5826_English.wav, KATIE'S HIS PARTNER.,"[""KATIE'S"", 'HIS', 'PARTNER.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5827_English.wav, GET OVER HERE.,"['GET', 'OVER', 'HERE.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5828_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5830_English.wav, HUH?,['HUH?']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5832_Mandarin.wav, BYE-BYE.,['BYE-BYE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5833_English.wav, WAPA.,['WAPA.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5834_English.wav, ROBOT.,['ROBOT.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5835_English.wav," YEAH, THERE ARE TWO PEOPLE THAT ARE PARTNERS.","['YEAH,', 'THERE', 'ARE', 'TWO', 'PEOPLE', 'THAT', 'ARE', 'PARTNERS.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5836_English.wav, OKAY.,['OKAY.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5837_English.wav, THANKS.,['THANKS.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5838_English.wav, PODDLE,['PODDLE']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5839_English.wav, BYE.,['BYE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5840_English.wav," OKAY, PUDDLE OF WATER.","['OKAY,', 'PUDDLE', 'OF', 'WATER.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5841_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5842_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5843_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5844_English.wav, AUF.,['AUF.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5845_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5846_English.wav, WATER.,['WATER.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5847_English.wav, I DO.,"['I', 'DO.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5848_English.wav, YES.,['YES.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5849_English.wav, THANKS.,['THANKS.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5850_English.wav, WE DID.,"['WE', 'DID.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5851_English.wav, POO.,['POO.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5852_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5853_English.wav, WHO WILL THEN NEED TO GO TO THE PAS MACHINE.,"['WHO', 'WILL', 'THEN', 'NEED', 'TO', 'GO', 'TO', 'THE', 'PAS', 'MACHINE.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5854_English.wav, YOU,['YOU']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5855_Mandarin.wav, HASTA AQUÍ.,"['HASTA', 'AQUÍ.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5856_English.wav, JUST POOP.,"['JUST', 'POOP.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5857_English.wav, YEAH.,['YEAH.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5858_English.wav, 부 SMALLER,"['부', 'SMALLER']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5859_English.wav, YES.,['YES.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5860_English.wav, C'EST POUR.,"[""C'EST"", 'POUR.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5861_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5862_English.wav, KITTIES.,['KITTIES.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5863_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5864_Mandarin.wav,皮带,['皮带']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5865_Mandarin.wav, BYE.,['BYE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5866_Mandarin.wav, PEE,['PEE']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5867_Mandarin.wav, PEACE,['PEACE']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5868_Mandarin.wav, BYE.,['BYE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5869_Mandarin.wav, BYE.,['BYE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5870_Mandarin.wav,皮帶,['皮帶']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5871_English.wav, BUT,['BUT']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5872_English.wav, ABOUT LUCY.,"['ABOUT', 'LUCY.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5873_English.wav, YOU GOT A BELT HERE?,"['YOU', 'GOT', 'A', 'BELT', 'HERE?']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5874_English.wav, SEE HOW CLOSE THERE'S A BELT HERE?,"['SEE', 'HOW', 'CLOSE', ""THERE'S"", 'A', 'BELT', 'HERE?']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5875_English.wav, YOU SEE THAT BEAR?,"['YOU', 'SEE', 'THAT', 'BEAR?']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5876_English.wav, BYE!,['BYE!']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5877_Mandarin.wav, AND PEE DAY.,"['AND', 'PEE', 'DAY.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5878_Mandarin.wav, PEACE OUT.,"['PEACE', 'OUT.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5879_Mandarin.wav, PEE TAPE.,"['PEE', 'TAPE.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5884_Mandarin.wav,這是什麼,['這是什麼']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5885_Mandarin.wav,UH,['UH']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5886_Mandarin.wav,ご視聴ありがとうございました,['ご視聴ありがとうございました']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5887_Mandarin.wav, PALO TEA?,"['PALO', 'TEA?']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5888_Mandarin.wav," BYE, O.T.","['BYE,', 'O.T.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5889_English.wav, HE CLIMBED THE STAIRS.,"['HE', 'CLIMBED', 'THE', 'STAIRS.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5890_Mandarin.wav, PALOTINHA.,['PALOTINHA.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5892_Mandarin.wav,,[]
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5893_Mandarin.wav, MM-HMM.,['MM-HMM.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5895_English.wav, OH.,['OH.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5896_English.wav," GO UP, YES.","['GO', 'UP,', 'YES.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5897_English.wav," OKAY, NEXT.","['OKAY,', 'NEXT.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5898_English.wav, BITS.,['BITS.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5899_English.wav, THAT'S IT.,"[""THAT'S"", 'IT.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5901_English.wav," YES, GOOD.","['YES,', 'GOOD.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5902_Mandarin.wav,葡萄,['葡萄']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5903_Mandarin.wav, PUT DOWN.,"['PUT', 'DOWN.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5904_Mandarin.wav,对葡萄,['对葡萄']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5905_Mandarin.wav,,[]
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5906_Mandarin.wav,这是什么,['这是什么']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5907_English.wav, PEACE.,['PEACE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5908_Mandarin.wav,葡萄,['葡萄']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5909_Mandarin.wav, PUTA...,['PUTA...']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5910_Mandarin.wav,這是什麼,['這是什麼']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5911_English.wav, PEACE.,['PEACE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5912_Mandarin.wav,,[]
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5913_Mandarin.wav, DOE.,['DOE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5914_English.wav," OKAY, NEXT.","['OKAY,', 'NEXT.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5915_Mandarin.wav, THIS IS A MARK.,"['THIS', 'IS', 'A', 'MARK.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5919_Mandarin.wav, PEACE.,['PEACE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5920_Mandarin.wav, PEACE.,['PEACE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5921_Mandarin.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5922_Mandarin.wav, LOVE YOU.,"['LOVE', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5923_Mandarin.wav,放屁那里放屁,['放屁那里放屁']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5924_Mandarin.wav,那你放屁,['那你放屁']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5925_English.wav, YEAH.,['YEAH.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5926_Mandarin.wav," FEMME-P, PICO-FEMME-P.","['FEMME-P,', 'PICO-FEMME-P.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5927_English.wav, PEACE.,['PEACE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5928_English.wav, HMM?,['HMM?']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5929_English.wav, FOOD.,['FOOD.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5930_English.wav, UM TIPO...,"['UM', 'TIPO...']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5931_Mandarin.wav, PEACE.,['PEACE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5932_Mandarin.wav, PEE.,['PEE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5933_Mandarin.wav, PEACE.,['PEACE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5934_English.wav," OKAY, NEXT.","['OKAY,', 'NEXT.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5935_English.wav, TU SAIS...,"['TU', 'SAIS...']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5936_Mandarin.wav,這是什麼來的,['這是什麼來的']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5937_Mandarin.wav, BYE-BYE.,['BYE-BYE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5938_Mandarin.wav, BYE-BYE.,['BYE-BYE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5939_Mandarin.wav, BYE-BYE.,['BYE-BYE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5940_Mandarin.wav," TCHAU, TCHAU.","['TCHAU,', 'TCHAU.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5941_Mandarin.wav, BYE-BYE.,['BYE-BYE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5942_English.wav, Y,['Y']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5943_Mandarin.wav, HA!,['HA!']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5944_Mandarin.wav, BYE.,['BYE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5945_English.wav, HI.,['HI.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5946_Mandarin.wav," PA, PA.","['PA,', 'PA.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5947_Mandarin.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5948_Mandarin.wav,拜拜,['拜拜']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5949_English.wav," HI, SHEP.","['HI,', 'SHEP.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5950_Mandarin.wav, BYE-BYE.,['BYE-BYE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5951_English.wav, IT.,['IT.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5952_English.wav, I JUST GET,"['I', 'JUST', 'GET']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5953_English.wav, IS HE SCARED OF THAT?,"['IS', 'HE', 'SCARED', 'OF', 'THAT?']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5954_Mandarin.wav, HOW ABOUT?,"['HOW', 'ABOUT?']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5955_English.wav, THAT.,['THAT.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5957_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5958_Mandarin.wav, BYE BYE.,"['BYE', 'BYE.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5959_English.wav," GO ON, DO THE MONEY.","['GO', 'ON,', 'DO', 'THE', 'MONEY.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5960_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5961_Mandarin.wav, BYE-BYE.,['BYE-BYE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5962_English.wav, SH'A'A.,"[""SH'A'A.""]"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5963_Mandarin.wav, BYE-BYE.,['BYE-BYE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5964_English.wav, YES.,['YES.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5965_Mandarin.wav, BYE-BYE.,['BYE-BYE.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5966_English.wav, AQUÍ.,['AQUÍ.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5967_English.wav, NEXT.,['NEXT.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5968_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5969_English.wav, THANKS.,['THANKS.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5970_Mandarin.wav,瀑布,['瀑布']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5972_Mandarin.wav, POOP,['POOP']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5973_Mandarin.wav,,[]
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5974_Mandarin.wav, COOL.,['COOL.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5977_English.wav, SWIMMING POOL.,"['SWIMMING', 'POOL.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5979_English.wav, IT HAS TO BE WITH THIS WATERFALL.,"['IT', 'HAS', 'TO', 'BE', 'WITH', 'THIS', 'WATERFALL.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5980_Mandarin.wav, QUE É NO SUÍ.,"['QUE', 'É', 'NO', 'SUÍ.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5981_English.wav, THERE'S WATER INSIDE.,"[""THERE'S"", 'WATER', 'INSIDE.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5983_Mandarin.wav,瀑布,['瀑布']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5984_Mandarin.wav, POOPOO.,['POOPOO.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5985_Mandarin.wav, POOH. POOH.,"['POOH.', 'POOH.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5986_Mandarin.wav, POOH. POOH.,"['POOH.', 'POOH.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5987_Mandarin.wav,瀑布,['瀑布']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5988_Mandarin.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5989_Mandarin.wav,这个是什么,['这个是什么']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5990_Mandarin.wav, THANK YOU SO MUCH.,"['THANK', 'YOU', 'SO', 'MUCH.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5991_Mandarin.wav,瀑布,['瀑布']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5992_English.wav, HONEY?,['HONEY?']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5993_English.wav," OKAY, NEXT.","['OKAY,', 'NEXT.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5994_English.wav, YES.,['YES.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5996_Mandarin.wav,思,['思']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5997_Mandarin.wav,す,['す']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5998_Mandarin.wav, SIM.,['SIM.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5999_Mandarin.wav, SO-,['SO-']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_6000_English.wav, ME TO TAKE.,"['ME', 'TO', 'TAKE.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_6001_English.wav," SEE YOU LATER, PEOPLE.","['SEE', 'YOU', 'LATER,', 'PEOPLE.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_6002_English.wav, TUHANS.,['TUHANS.']
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_6003_Mandarin.wav,す,['す']
