file_name,Transcription Zipformer,Transcription whisper
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7336_English.wav,ITS NOT AN UMBRELLA WHATS THAT,ITS NOT THE UMBRELLA WE SAID
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7337_English.wav,GRACIAS,这 个 目 标
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7338_English.wav,OH LA BANQUISTA NO,FOR THE MAGIST NO
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7339_English.wav,THANK YOU,填 空
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7340_English.wav,DONT HIDE UNDER ME IM NOT THE SHELTER,嗯
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7341_English.wav,,OK 然 后
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7343_English.wav,WHAT DO YOU WANT TO DO WHAT DO YOU WANT TO DO,我 比 如 饕 比 如 说 最 后
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7344_English.wav,OKAY I NEED TO FIND A SHELTER,GIVE ME THE FINAL SHARE THE
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7345_English.wav,OH SUGAR,YOU SHOULD
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7349_English.wav,THANKS,OK
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7350_English.wav,UH OH,哦
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7351_English.wav,WHAT IS THAT,WHAT IS THAT
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7352_English.wav,BOA TARDE GENTE,刚 才 问 一 下 你 给 我 说 了 吗
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7353_English.wav,MICHELLE,没 事 儿
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7354_English.wav,,WATER
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7355_English.wav,YOURE GONNA STAY LONGER,这 个 思 路 还 有 一 定
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7356_English.wav,OH SHIT,BOX YES
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7357_English.wav,GRACIAS,ACHIEVEMENT
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7358_English.wav,QUÉ VAMOS A HACER,TERRIBLE
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7359_English.wav,LOCALES,PROTECT
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7360_English.wav,GREEN,AGREE 你 想
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7361_English.wav,LETS GO TO THE HOUSE,IS NEAR THE HOUSE
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7362_English.wav,THERES SO MANY HOLES IN EACH,啊 THE SO MANY CALLS IN EASE
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7363_English.wav,WOW,哇
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7364_English.wav,SEE LOOK AT THE MONKEY,SEE LOOK
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7365_English.wav,ILL GET BACK ON THIS,OK AND
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7366_English.wav,,然 后 呢 还 有 个
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7367_English.wav,SO MAYBE,生 蒙 也 还 有 AND
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7368_English.wav,OH,哦
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7369_English.wav,OH,哦
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7370_English.wav,IN THE SUMMER,呀 还 记 得 那 天 安 装
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7371_English.wav,現在的忙就完了,现 在 就 帮 助
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7372_English.wav,,哦 好 啦
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7374_English.wav,,嗯 那 你
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7375_English.wav,OKAY,框 我 们 的
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7376_English.wav,UHOH,哦 哦
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7377_English.wav,ITS NOT A SHELTER LOOK WHATS THAT,ITS NOT THE SHORTER NO ONE THAT
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7378_Mandarin.wav,BYE SEE YA,八 四 啊
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7379_English.wav,SEE YOU IN MAY,是 因 为 呢
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7380_Mandarin.wav,THANK YOU,打 字 呀
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7381_Mandarin.wav,GRACIAS,我 发 现
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7383_English.wav,THE MONKEY,怎 么 听 清
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7384_English.wav,OH NO ITS NOT A SHELTER ITS AN ANIMAL,OH NO ITS NOT THE SHOULDER ISNT ANY BIRD
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7385_English.wav,OH NO THE MONKEY WALKING WALKING WALKING WALKING THE MONKEY,嗯 怎 么 念
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7386_English.wav,THE ONE TWO THREE FOUR,喜 欢 出 去 看 一 下 吧
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7387_English.wav,NO ESTÁ MAMÁ,什 么 什 么
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7388_English.wav,WELL,对 吧
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7389_English.wav,ESA MAMITA,TESTIMONY
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7390_English.wav,THANK YOU,WISDOM
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7391_English.wav,QUE EU NÃO ME ENSINAVA NÃO,这 个 名 词 哪 个 呢
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7392_English.wav,CAN YOU TELL US ABOUT THE MONKEY,你 说 的 什 么
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7393_English.wav,,喂
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7394_English.wav,LONELY,NORMAL
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7395_English.wav,,从 一 个 翻 译 成 哪 个 是 来 的 呢
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7397_English.wav,OH THIS,呃 THIS
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7398_English.wav,HA,嗯
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7399_English.wav,THE MONKEY MONKEY IS THERE,是 猛 的 猛 击 INSTEAD
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7400_English.wav,GRACIAS,你 怎 么 这 么 细
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7401_English.wav,,不 要 忘 了
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7402_English.wav,,好 的
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7403_English.wav,THANK YOU,四
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7404_English.wav,,是 这 个 不 太 好
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7405_English.wav,THANK YOU,嗯
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7406_English.wav,,应 该
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7407_English.wav,SÍ MAMI EME EME,是 满 妹 妹
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7408_English.wav,STUFF,词
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7409_English.wav,,啊
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7410_English.wav,,这 个 地 方
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7411_English.wav,HELLO,开 始 哈
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7412_English.wav,CHAU MAMÁ,上 面
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7413_English.wav,I DONT KNOW,看 完 了
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7414_English.wav,I DONT KNOW,还 是 什 么
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7415_English.wav,,哦
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7416_English.wav,,名 词
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7419_English.wav,NO MORE NO MORE MEETING,我 的 妈
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7420_English.wav,,叫 什 么
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7421_English.wav,THANKS,很 好
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7424_English.wav,,小 心 情 这 个 意
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7425_English.wav,ONE TWO THREE MAGIC,就 ONE BEAUTY
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7426_English.wav,,哦 DEFENCE
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7427_English.wav,THANK YOU,我 们 觉 得
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7428_English.wav,WELL GET A SUNSHINE,PREDECESSION
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7430_English.wav,,失 败 败 了
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7431_English.wav,LOOK AT THIS,LOOKS
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7433_English.wav,OBRIGADO,BEFORE VIEWING
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7434_English.wav,IM GOING TO STAY AND DRIVE IT NO MORE,BORROW NO MORE RAINING
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7435_English.wav,,做 一 下
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7436_English.wav,YAY NO MORE MEANING NO MORE MEANING,IN THE MORNING
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7438_English.wav,,十 一
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7440_English.wav,СПАСИБО,一 门 面
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7441_English.wav,,学 兰 的 吗 经 常 在 他 们
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7442_English.wav,,GOOD DAY IT IS
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7443_English.wav,DO COME ON IN,符 合 某 人
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7444_English.wav,GRACIAS,C B C D
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7445_English.wav,I SAID WHY ARE YOU DOING THIS TO ME,哎 万 注 意
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7446_English.wav,QUÉ TE ESTÁ PENSANDO,DIFFICULTIES
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7447_English.wav,BYE,唉
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7448_English.wav,,
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7449_English.wav,Y YA ES MUY,比 较 多
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7450_English.wav,,这 个 电 影
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7451_English.wav,OKAY YOU CAN BEGIN,OK CAN BEGIN
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7453_English.wav,O QUE É QUE É ISSO,有 笔 记 本
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7454_English.wav,OKEY,OK
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7455_English.wav,WHAT IS THIS,为 什 么 THESE
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7456_English.wav,PEACE,拼
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7457_English.wav,PEACE,C P
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7459_English.wav,ОЙ ПУСТЯЧОК,喂 HUSBAND
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7461_English.wav,NO MORE NO MORE OKAY MAYBE WE WAIT,哇 NO MORE WOULD GIVE ME WAY
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7462_English.wav,,嗯
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7463_English.wav,,把 呢
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7464_English.wav,,咦 看 SHE
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7465_English.wav,I DONT DO HARDSHIP SHOW MOMMY,他 对 他 写 什 么 名
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7466_English.wav,I JUST NEED TO GO,那 就 这 个
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7467_English.wav,THANK YOU,还 有 写
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7468_English.wav,,怎 么 OKAY
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7469_Mandarin.wav,,然 后
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7470_English.wav,GRACIAS,反 正 出 会
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7471_English.wav,,我 看
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7472_English.wav,,我 给 你 说 笔 记
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7474_English.wav,ПРОДОЛЖЕНИЕ СЛЕДУЕТ,IN SHORT TO
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7475_English.wav,HEY,C
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7476_English.wav,카드,PARDON
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7477_English.wav,LETS GO,TUESDAY
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7478_English.wav,,我 也 不 知 道
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7480_English.wav,IS IT LOCKED,你 说 WHAT
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7482_English.wav,EN ESTE MOMENTO,你 想 到 怎 么 地
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7484_English.wav,PARDON,PARDON
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7485_English.wav,HEY,LIVE
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7486_English.wav,OH WHATS UP,哦 WAS
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7487_English.wav,OOH,一 亿
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7488_English.wav,POO,TO
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7489_English.wav,BOOPBOOP,不 不 是
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7491_English.wav,BBB,不
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7492_English.wav,THANK YOU,我
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7493_English.wav,OOH,嗯 都 可 以
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7496_English.wav,THANK YOU,对
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7497_Mandarin.wav,,你 明 明 不 过 你 一 就 就
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7498_English.wav,HOW DID YOU,我 还 得
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7499_Mandarin.wav,CHAU CHAU,就 这 个
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7500_English.wav,OH WHATS THAT,OH WHATS IT
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7502_Mandarin.wav,PITA AÍ,皮 带
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7503_English.wav,BOW,对 啊
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7504_English.wav,YEAH I BET,写 不 要
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7505_Mandarin.wav,MMM THANK YOU,嗯 你 看 看
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7506_English.wav,YOU STAND HERE DJ YOU CANT SEE,YOU STAY AT DJ 看 戏
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7507_English.wav,,B C D
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7508_English.wav,AND ITS ONLY A MINUTE THAT YOU CAN SEE,等 于 三 月 的 笔 记 可 以
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7509_English.wav,GRACIAS,一 个 笔 记 本 上
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7510_English.wav,OH WHATS THAT,嗯 WHATS THAT
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7511_Mandarin.wav,TÁ,爬
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7512_English.wav,CLOWN,CRY
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7513_Mandarin.wav,COOL,好
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7514_English.wav,IM GOING TO BE BEHIND YOU,WONDER
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7515_English.wav,YOU KNOW HOW TO CLIMB THE STAIRCASE,YOU MAY KNOW HOW TO CLASS TAKE HIS
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7517_English.wav,YES,贴 反
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7518_English.wav,OKAY,OK 给 你 很 快
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7519_English.wav,CUT,HARD 呢
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7520_Mandarin.wav,REPLIES,湖 谈
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7521_English.wav,YOU WANNA EAT,一 个 IN
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7523_English.wav,OKEY MARI KITA TENGOK,OK COME NEXT DAY
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7524_English.wav,AMO,COME
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7526_English.wav,來,来
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7529_English.wav,見てみましょう,没 定 向
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7530_English.wav,AMO,他 们
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7531_Mandarin.wav,OKAY,葡 萄
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7532_English.wav,OKAY,嗯 对
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7533_English.wav,I LOVE YOU,AVER
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7535_English.wav,ME METES YASIA,没 没 得 要 枪
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7537_English.wav,AYAN MAMAM,唉 懵 棒
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7538_English.wav,OKAY,EIGHTY
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7539_English.wav,OKAY,啊
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7540_English.wav,THANK YOU MR MINISTER,三 天 三 天 以 C
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7541_English.wav,MM,B
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7542_English.wav,ONE SEC,和 C
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7543_Mandarin.wav,POOP,HE
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7544_English.wav,THANK YOU,
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7545_English.wav,WHAT,我 们
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7546_Mandarin.wav,LET ME HELP YOU,表 明 和 B 对
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7547_English.wav,CÓMO ES QUE BEBÍ CÓMO ES QUE BEBÍ,DONT BE BUS TO BE BUSY
TTS_P11893TT_VCST_ECxxx_03_AO_14736790_v001_R004_CRR_MERLIon-CCS_segment_7548_English.wav,I CANNOT SEE THE BABY,I CAN NOT SEE THE BEAST
